customer_id,customer_name,customer_type,channel,province,region,address,phone,tax_code,join_date,credit_limit,status
CUS00361,Cửa hàng tiện lợi Trần Xuân Hùng,Cửa hàng tiện lợi,Modern Trade,Đồng Nai,Miền Nam,"Số 167 đường Nguyễn Trãi, Đồng Nai",02250549608,,2023-12-23,500000000,Active
CUS00362,Cửa hàng tiện lợi Phạm Bá Long,Cửa hàng tiện lợi,Modern Trade,Huế,Miền Trung,"Số 499 đường Hai Bà Trưng, Huế",02718866414,,2021-10-27,100000000,Active
CUS00363,Canteen Đỗ Quốc Quân,Canteen,Traditional Trade,Vũng Tàu,Miền Nam,"Số 89 đường Điện Biên Phủ, Vũng Tàu",02287066247,8888773421,2019-04-14,500000000,Active
CUS00364,Tạp hóa Hoàng Xuân Giang,Tạp hóa,Traditional Trade,Thái Bình,Miền Bắc,"Số 307 đường Lê Lợi, Thái Bình",02753943990,,2023-07-18,50000000,Active
CUS00365,Tạp hóa Hồ Đức Sơn,Tạp hóa,Traditional Trade,Hà Nội,Miền Bắc,"Số 273 đường Trần Phú, Hà Nội",02792620697,,2023-01-06,100000000,Active
CUS00366,Cửa hàng tiện lợi Dương Thành Tuấn,Cửa hàng tiện lợi,Modern Trade,Quảng Nam,Miền Trung,"Số 471 đường Hai Bà Trưng, Quảng Nam",02621983952,,2018-02-03,500000000,Active
CUS00367,Nhà hàng Bùi Văn An,Nhà hàng,Traditional Trade,Đà Nẵng,Miền Trung,"Số 361 đường Nguyễn Trãi, Đà Nẵng",02624723458,8993998614,2018-05-08,100000000,Active
CUS00368,Online Seller Huỳnh Hồng Kiên,Online Seller,E-commerce,Vũng Tàu,Miền Nam,"Số 208 đường Hai Bà Trưng, Vũng Tàu",02783164605,,2020-05-15,100000000,Active
CUS00369,Nhà hàng Lý Xuân Linh,Nhà hàng,Traditional Trade,Nam Định,Miền Bắc,"Số 148 đường Lý Thường Kiệt, Nam Định",02328022414,1049833464,2018-03-06,100000000,Active
CUS00370,Canteen Lê Thị Lan,Canteen,Traditional Trade,Khánh Hòa,Miền Trung,"Số 329 đường Lý Thường Kiệt, Khánh Hòa",02771207129,9290622669,2020-01-07,500000000,Active
CUS00371,Canteen Huỳnh Thanh Mai,Canteen,Traditional Trade,Bình Phước,Miền Nam,"Số 218 đường Nguyễn Trãi, Bình Phước",02187569592,4139249064,2023-08-18,200000000,Active
CUS00372,Siêu thị Nguyễn Công Trung,Siêu thị,Modern Trade,Tiền Giang,Miền Nam,"Số 361 đường Trần Phú, Tiền Giang",02287882357,3965663196,2019-08-05,200000000,Active
CUS00373,Tạp hóa Đặng Thành Giang,Tạp hóa,Traditional Trade,Hải Phòng,Miền Bắc,"Số 351 đường Điện Biên Phủ, Hải Phòng",02987796412,,2021-07-03,50000000,Active
CUS00374,Canteen Đặng Bá Trung,Canteen,Traditional Trade,TP.HCM,Miền Nam,"Số 294 đường Điện Biên Phủ, TP.HCM",02666507825,6560341732,2019-11-18,50000000,Active
CUS00375,Online Seller Dương Công Tâm,Online Seller,E-commerce,Cần Thơ,Miền Nam,"Số 32 đường Điện Biên Phủ, Cần Thơ",02887596783,,2019-11-24,50000000,Active
CUS00376,Online Seller Đỗ Văn Tiến,Online Seller,E-commerce,Nghệ An,Miền Trung,"Số 249 đường Lê Lợi, Nghệ An",02377859961,,2018-11-11,200000000,Active
CUS00377,Nhà hàng Lý Minh An,Nhà hàng,Traditional Trade,Cần Thơ,Miền Nam,"Số 380 đường Lê Lợi, Cần Thơ",02389426041,4173840107,2023-01-04,200000000,Active
CUS00378,Online Seller Phạm Hữu Mai,Online Seller,E-commerce,Nghệ An,Miền Trung,"Số 410 đường Nguyễn Trãi, Nghệ An",02156016278,,2018-12-12,100000000,Active
CUS00379,Canteen Dương Xuân Quân,Canteen,Traditional Trade,Thái Bình,Miền Bắc,"Số 339 đường Hai Bà Trưng, Thái Bình",02338300713,8910612643,2018-08-11,200000000,Active
CUS00380,Tạp hóa Đặng Xuân Trung,Tạp hóa,Traditional Trade,Hà Nội,Miền Bắc,"Số 155 đường Hai Bà Trưng, Hà Nội",02941361490,,2022-04-05,500000000,Active
CUS00381,Siêu thị Hoàng Hữu Kiên,Siêu thị,Modern Trade,Nam Định,Miền Bắc,"Số 348 đường Trần Phú, Nam Định",02915505291,8920947409,2021-01-21,200000000,Active
CUS00382,Online Seller Đỗ Xuân Thảo,Online Seller,E-commerce,Hưng Yên,Miền Bắc,"Số 396 đường Điện Biên Phủ, Hưng Yên",02489017236,,2020-03-09,200000000,Active
CUS00383,Cửa hàng tiện lợi Nguyễn Thành An,Cửa hàng tiện lợi,Modern Trade,Hải Dương,Miền Bắc,"Số 426 đường Lê Lợi, Hải Dương",02165196875,,2019-02-05,50000000,Active
CUS00384,Online Seller Hoàng Minh Nam,Online Seller,E-commerce,Huế,Miền Trung,"Số 18 đường Lê Lợi, Huế",02217634560,,2020-06-07,50000000,Active
CUS00385,Cửa hàng tiện lợi Lê Xuân Mai,Cửa hàng tiện lợi,Modern Trade,Hải Phòng,Miền Bắc,"Số 459 đường Lê Lợi, Hải Phòng",02344002147,,2021-04-21,500000000,Active
CUS00386,Nhà hàng Dương Xuân Uyên,Nhà hàng,Traditional Trade,Thái Bình,Miền Bắc,"Số 132 đường Nguyễn Huệ, Thái Bình",02247216895,4337644657,2022-04-17,500000000,Active
CUS00387,Nhà hàng Lê Hữu Giang,Nhà hàng,Traditional Trade,Hưng Yên,Miền Bắc,"Số 252 đường Nguyễn Huệ, Hưng Yên",02733950102,8067296442,2019-03-21,100000000,Active
CUS00388,Cửa hàng tiện lợi Hồ Thị Sơn,Cửa hàng tiện lợi,Modern Trade,Huế,Miền Trung,"Số 367 đường Trần Phú, Huế",02214678950,,2018-10-26,50000000,Active
CUS00389,Canteen Nguyễn Hữu Linh,Canteen,Traditional Trade,Nghệ An,Miền Trung,"Số 335 đường Điện Biên Phủ, Nghệ An",02115078212,8149427618,2020-12-27,100000000,Active
CUS00390,Siêu thị Bùi Hồng Vân,Siêu thị,Modern Trade,Bình Định,Miền Trung,"Số 245 đường Hai Bà Trưng, Bình Định",02719408620,3319835182,2018-01-14,500000000,Active
CUS00391,Cửa hàng tiện lợi Bùi Quốc Việt,Cửa hàng tiện lợi,Modern Trade,Đà Nẵng,Miền Trung,"Số 350 đường Trần Phú, Đà Nẵng",02717408103,,2019-01-07,200000000,Active
CUS00392,Canteen Dương Minh Nam,Canteen,Traditional Trade,Đà Nẵng,Miền Trung,"Số 91 đường Nguyễn Trãi, Đà Nẵng",02161561575,3837831301,2021-05-09,500000000,Active
CUS00393,Canteen Trần Thành Sơn,Canteen,Traditional Trade,Tiền Giang,Miền Nam,"Số 377 đường Nguyễn Huệ, Tiền Giang",02314791343,1829326917,2020-09-03,500000000,Active
CUS00394,Canteen Bùi Hữu Bình,Canteen,Traditional Trade,Cần Thơ,Miền Nam,"Số 19 đường Trần Phú, Cần Thơ",02155327823,5478854313,2019-04-30,100000000,Active
CUS00395,Online Seller Lý Bá Linh,Online Seller,E-commerce,Bình Phước,Miền Nam,"Số 380 đường Nguyễn Trãi, Bình Phước",02419668169,,2018-06-01,100000000,Active
CUS00396,Cửa hàng tiện lợi Nguyễn Thanh Lan,Cửa hàng tiện lợi,Modern Trade,Thái Bình,Miền Bắc,"Số 8 đường Nguyễn Huệ, Thái Bình",02151250118,,2019-02-03,500000000,Active
CUS00397,Siêu thị Trần Hữu Phúc,Siêu thị,Modern Trade,Bình Dương,Miền Nam,"Số 33 đường Lý Thường Kiệt, Bình Dương",02467205134,7021581129,2019-05-10,100000000,Active
CUS00398,Cửa hàng tiện lợi Lê Quốc Giang,Cửa hàng tiện lợi,Modern Trade,Hà Nội,Miền Bắc,"Số 62 đường Trần Phú, Hà Nội",02365721070,,2019-11-20,200000000,Active
CUS00399,Cửa hàng tiện lợi Nguyễn Đức Hùng,Cửa hàng tiện lợi,Modern Trade,Huế,Miền Trung,"Số 406 đường Lý Thường Kiệt, Huế",02731173338,,2018-03-06,500000000,Active
CUS00400,Siêu thị Ngô Thành Tiến,Siêu thị,Modern Trade,Quảng Ninh,Miền Bắc,"Số 214 đường Điện Biên Phủ, Quảng Ninh",02827031212,1885451419,2021-01-14,500000000,Active
CUS00401,Cửa hàng tiện lợi Lê Hồng Vân,Cửa hàng tiện lợi,Modern Trade,Hà Nội,Miền Bắc,"Số 314 đường Lê Lợi, Hà Nội",02556688115,,2022-09-12,50000000,Active
CUS00402,Cửa hàng tiện lợi Trần Công Hải,Cửa hàng tiện lợi,Modern Trade,Hải Phòng,Miền Bắc,"Số 442 đường Lý Thường Kiệt, Hải Phòng",02978120967,,2020-06-17,500000000,Active
CUS00403,Nhà hàng Nguyễn Thanh Khoa,Nhà hàng,Traditional Trade,Long An,Miền Nam,"Số 408 đường Nguyễn Huệ, Long An",02876775311,1757305041,2018-06-26,50000000,Active
CUS00404,Canteen Hoàng Quốc Thảo,Canteen,Traditional Trade,Huế,Miền Trung,"Số 23 đường Lê Lợi, Huế",02182123324,1755431522,2018-04-30,500000000,Active
CUS00405,Online Seller Đặng Công Uyên,Online Seller,E-commerce,Bắc Ninh,Miền Bắc,"Số 215 đường Nguyễn Huệ, Bắc Ninh",02640878564,,2019-03-28,200000000,Active
CUS00406,Tạp hóa Vũ Thanh Giang,Tạp hóa,Traditional Trade,Nam Định,Miền Bắc,"Số 242 đường Nguyễn Trãi, Nam Định",02817293304,,2022-11-21,100000000,Active
CUS00407,Tạp hóa Vũ Quốc Lan,Tạp hóa,Traditional Trade,Bình Phước,Miền Nam,"Số 235 đường Điện Biên Phủ, Bình Phước",02494828438,,2022-01-08,200000000,Active
CUS00408,Online Seller Đỗ Văn Thắng,Online Seller,E-commerce,Hà Nội,Miền Bắc,"Số 70 đường Lê Lợi, Hà Nội",02871549421,,2022-09-10,100000000,Active
CUS00409,Cửa hàng tiện lợi Lê Thành Long,Cửa hàng tiện lợi,Modern Trade,Hưng Yên,Miền Bắc,"Số 296 đường Nguyễn Trãi, Hưng Yên",02421606388,,2022-08-14,500000000,Active
CUS00410,Canteen Hoàng Văn Phương,Canteen,Traditional Trade,Thái Bình,Miền Bắc,"Số 377 đường Lý Thường Kiệt, Thái Bình",02443263373,6700692683,2020-06-29,100000000,Active
CUS00411,Siêu thị Nguyễn Hữu Cường,Siêu thị,Modern Trade,Nam Định,Miền Bắc,"Số 218 đường Nguyễn Trãi, Nam Định",02774326441,5715870675,2023-07-22,100000000,Active
CUS00412,Tạp hóa Lê Quốc Tiến,Tạp hóa,Traditional Trade,Nam Định,Miền Bắc,"Số 123 đường Điện Biên Phủ, Nam Định",02212138110,,2023-05-20,200000000,Active
CUS00413,Cửa hàng tiện lợi Ngô Công Bình,Cửa hàng tiện lợi,Modern Trade,Nghệ An,Miền Trung,"Số 500 đường Hai Bà Trưng, Nghệ An",02828605786,,2022-07-19,100000000,Active
CUS00414,Canteen Ngô Thành An,Canteen,Traditional Trade,Khánh Hòa,Miền Trung,"Số 441 đường Điện Biên Phủ, Khánh Hòa",02261657620,5435473617,2022-10-11,200000000,Active
CUS00415,Online Seller Trần Công Việt,Online Seller,E-commerce,Long An,Miền Nam,"Số 377 đường Lê Lợi, Long An",02958853980,,2018-07-31,50000000,Active
CUS00416,Siêu thị Huỳnh Quốc Mai,Siêu thị,Modern Trade,Bình Định,Miền Trung,"Số 332 đường Nguyễn Trãi, Bình Định",02285263692,1879233902,2021-10-03,100000000,Active
CUS00417,Online Seller Dương Công Ngân,Online Seller,E-commerce,Bình Phước,Miền Nam,"Số 386 đường Điện Biên Phủ, Bình Phước",02453011925,,2021-12-15,200000000,Active
CUS00418,Siêu thị Trần Quốc Yến,Siêu thị,Modern Trade,Quảng Nam,Miền Trung,"Số 232 đường Hai Bà Trưng, Quảng Nam",02980690141,4562932351,2023-04-10,200000000,Active
CUS00419,Online Seller Ngô Thị Nam,Online Seller,E-commerce,Nghệ An,Miền Trung,"Số 457 đường Hai Bà Trưng, Nghệ An",02220760289,,2022-05-20,100000000,Active
CUS00420,Tạp hóa Hoàng Thị Linh,Tạp hóa,Traditional Trade,Hải Phòng,Miền Bắc,"Số 255 đường Nguyễn Huệ, Hải Phòng",02479885511,,2018-04-03,200000000,Active
CUS00421,Canteen Huỳnh Xuân Sơn,Canteen,Traditional Trade,Đồng Nai,Miền Nam,"Số 378 đường Điện Biên Phủ, Đồng Nai",02149126722,1812009356,2018-04-01,100000000,Active
CUS00422,Canteen Đỗ Quốc Uyên,Canteen,Traditional Trade,Tiền Giang,Miền Nam,"Số 249 đường Nguyễn Trãi, Tiền Giang",02983614224,7207328566,2021-05-30,100000000,Active
CUS00423,Nhà hàng Phạm Hữu Hải,Nhà hàng,Traditional Trade,Huế,Miền Trung,"Số 498 đường Trần Phú, Huế",02129909634,6811610014,2023-02-11,100000000,Active
CUS00424,Tạp hóa Lê Hồng Linh,Tạp hóa,Traditional Trade,Hưng Yên,Miền Bắc,"Số 83 đường Nguyễn Huệ, Hưng Yên",02215523254,,2021-07-20,100000000,Active
CUS00425,Tạp hóa Bùi Hồng Cường,Tạp hóa,Traditional Trade,Huế,Miền Trung,"Số 341 đường Trần Phú, Huế",02629856736,,2022-03-08,500000000,Active
CUS00426,Siêu thị Nguyễn Xuân Vân,Siêu thị,Modern Trade,Hưng Yên,Miền Bắc,"Số 394 đường Nguyễn Huệ, Hưng Yên",02852978923,1670243704,2024-02-16,200000000,Active
CUS00427,Nhà hàng Dương Công Linh,Nhà hàng,Traditional Trade,Quảng Ngãi,Miền Trung,"Số 410 đường Nguyễn Trãi, Quảng Ngãi",02855457454,3959863754,2023-05-16,50000000,Active
CUS00428,Nhà hàng Nguyễn Xuân Phúc,Nhà hàng,Traditional Trade,Bình Dương,Miền Nam,"Số 229 đường Trần Phú, Bình Dương",02253804166,9826302271,2020-03-10,100000000,Active
CUS00429,Siêu thị Trần Bá Sơn,Siêu thị,Modern Trade,Huế,Miền Trung,"Số 347 đường Điện Biên Phủ, Huế",02278690958,2694036518,2023-07-02,200000000,Active
CUS00430,Online Seller Huỳnh Xuân Linh,Online Seller,E-commerce,TP.HCM,Miền Nam,"Số 367 đường Lý Thường Kiệt, TP.HCM",02759610894,,2022-05-01,200000000,Inactive
CUS00431,Nhà hàng Đặng Bá Hà,Nhà hàng,Traditional Trade,Quảng Nam,Miền Trung,"Số 111 đường Điện Biên Phủ, Quảng Nam",02865782199,8746770248,2021-03-28,100000000,Active
CUS00432,Canteen Lê Công Hà,Canteen,Traditional Trade,Khánh Hòa,Miền Trung,"Số 74 đường Nguyễn Huệ, Khánh Hòa",02573701495,2440603960,2022-03-20,50000000,Inactive
CUS00433,Canteen Lê Bá Thảo,Canteen,Traditional Trade,Cần Thơ,Miền Nam,"Số 364 đường Nguyễn Trãi, Cần Thơ",02336743897,6934654971,2024-03-18,500000000,Inactive
CUS00434,Cửa hàng tiện lợi Hoàng Hữu Thảo,Cửa hàng tiện lợi,Modern Trade,Nghệ An,Miền Trung,"Số 115 đường Lê Lợi, Nghệ An",02130672747,,2020-12-11,200000000,Active
CUS00435,Siêu thị Hồ Thành Tiến,Siêu thị,Modern Trade,Bình Phước,Miền Nam,"Số 214 đường Nguyễn Huệ, Bình Phước",02896541691,2051194393,2019-05-04,200000000,Active
CUS00436,Cửa hàng tiện lợi Đặng Công Phương,Cửa hàng tiện lợi,Modern Trade,Hải Dương,Miền Bắc,"Số 445 đường Trần Phú, Hải Dương",02826050250,,2022-03-09,50000000,Active
CUS00437,Tạp hóa Huỳnh Hữu Lan,Tạp hóa,Traditional Trade,Hà Nội,Miền Bắc,"Số 183 đường Nguyễn Huệ, Hà Nội",02146597195,,2022-01-19,500000000,Active
CUS00438,Nhà hàng Hoàng Bá Giang,Nhà hàng,Traditional Trade,Đà Nẵng,Miền Trung,"Số 264 đường Nguyễn Huệ, Đà Nẵng",02322684736,8730413737,2021-01-16,200000000,Active
CUS00439,Tạp hóa Nguyễn Đức Tiến,Tạp hóa,Traditional Trade,Tiền Giang,Miền Nam,"Số 191 đường Lý Thường Kiệt, Tiền Giang",02865296966,,2021-10-25,100000000,Active
CUS00440,Tạp hóa Dương Bá Khoa,Tạp hóa,Traditional Trade,Bắc Ninh,Miền Bắc,"Số 214 đường Hai Bà Trưng, Bắc Ninh",02225645176,,2019-06-22,50000000,Active
CUS00441,Nhà hàng Lê Hữu Việt,Nhà hàng,Traditional Trade,Khánh Hòa,Miền Trung,"Số 89 đường Điện Biên Phủ, Khánh Hòa",02513860039,1509369768,2019-06-12,100000000,Active
CUS00442,Tạp hóa Lê Thị Phương,Tạp hóa,Traditional Trade,Huế,Miền Trung,"Số 354 đường Lý Thường Kiệt, Huế",02220433455,,2018-03-19,500000000,Active
CUS00443,Siêu thị Nguyễn Thành Dũng,Siêu thị,Modern Trade,Bắc Ninh,Miền Bắc,"Số 241 đường Lê Lợi, Bắc Ninh",02515809144,5579497553,2018-02-12,50000000,Active
CUS00444,Cửa hàng tiện lợi Phạm Đức Yến,Cửa hàng tiện lợi,Modern Trade,Long An,Miền Nam,"Số 15 đường Lê Lợi, Long An",02347228730,,2021-11-25,200000000,Active
CUS00445,Cửa hàng tiện lợi Đỗ Thị Hùng,Cửa hàng tiện lợi,Modern Trade,Long An,Miền Nam,"Số 420 đường Nguyễn Trãi, Long An",02180979534,,2020-06-07,100000000,Active
CUS00446,Online Seller Trần Thanh Trung,Online Seller,E-commerce,Hà Nội,Miền Bắc,"Số 188 đường Điện Biên Phủ, Hà Nội",02369010948,,2019-03-16,100000000,Active
CUS00447,Tạp hóa Bùi Thanh Nhân,Tạp hóa,Traditional Trade,Quảng Ngãi,Miền Trung,"Số 58 đường Lý Thường Kiệt, Quảng Ngãi",02626591378,,2023-03-24,50000000,Active
CUS00448,Nhà hàng Ngô Minh Cường,Nhà hàng,Traditional Trade,Nghệ An,Miền Trung,"Số 43 đường Trần Phú, Nghệ An",02825532025,6947589616,2023-02-15,200000000,Active
CUS00449,Cửa hàng tiện lợi Vũ Minh Phương,Cửa hàng tiện lợi,Modern Trade,Huế,Miền Trung,"Số 97 đường Lý Thường Kiệt, Huế",02273844258,,2022-02-14,100000000,Inactive
CUS00450,Online Seller Trần Xuân Sơn,Online Seller,E-commerce,Bình Phước,Miền Nam,"Số 268 đường Điện Biên Phủ, Bình Phước",02226001148,,2019-08-11,500000000,Active
CUS00451,Online Seller Lê Thị Hải,Online Seller,E-commerce,Bình Dương,Miền Nam,"Số 500 đường Nguyễn Huệ, Bình Dương",02636878911,,2022-07-14,50000000,Active
CUS00452,Canteen Hoàng Hồng Thắng,Canteen,Traditional Trade,Khánh Hòa,Miền Trung,"Số 388 đường Lý Thường Kiệt, Khánh Hòa",02757794571,2197826153,2023-02-06,50000000,Active
CUS00453,Tạp hóa Hồ Đức Bình,Tạp hóa,Traditional Trade,Quảng Ngãi,Miền Trung,"Số 51 đường Điện Biên Phủ, Quảng Ngãi",02119157497,,2023-08-03,50000000,Active
CUS00454,Online Seller Huỳnh Đức Tuấn,Online Seller,E-commerce,Bình Định,Miền Trung,"Số 319 đường Nguyễn Trãi, Bình Định",02220269972,,2023-10-31,500000000,Active
CUS00455,Online Seller Đặng Hữu Tâm,Online Seller,E-commerce,Hưng Yên,Miền Bắc,"Số 278 đường Trần Phú, Hưng Yên",02983366099,,2018-03-14,50000000,Active
CUS00456,Canteen Huỳnh Xuân Sơn,Canteen,Traditional Trade,Nam Định,Miền Bắc,"Số 236 đường Lê Lợi, Nam Định",02133738978,4032501215,2023-07-07,500000000,Active
CUS00457,Canteen Dương Thị Vân,Canteen,Traditional Trade,Vũng Tàu,Miền Nam,"Số 338 đường Nguyễn Trãi, Vũng Tàu",02986800757,7312821876,2019-10-03,50000000,Active
CUS00458,Canteen Đỗ Thành Yến,Canteen,Traditional Trade,Bình Định,Miền Trung,"Số 393 đường Trần Phú, Bình Định",02618244186,9710824963,2018-07-04,100000000,Active
CUS00459,Online Seller Đỗ Văn Việt,Online Seller,E-commerce,Nghệ An,Miền Trung,"Số 195 đường Lê Lợi, Nghệ An",02756324312,,2022-01-03,500000000,Active
CUS00460,Tạp hóa Phạm Thành Tuấn,Tạp hóa,Traditional Trade,Long An,Miền Nam,"Số 304 đường Lê Lợi, Long An",02250924657,,2019-04-14,200000000,Active
CUS00461,Siêu thị Đặng Thành Phương,Siêu thị,Modern Trade,Tiền Giang,Miền Nam,"Số 291 đường Nguyễn Trãi, Tiền Giang",02745784981,9677561687,2023-04-08,50000000,Active
CUS00462,Canteen Huỳnh Công Hùng,Canteen,Traditional Trade,Bình Định,Miền Trung,"Số 414 đường Hai Bà Trưng, Bình Định",02237636546,6737936549,2023-08-22,200000000,Active
CUS00463,Canteen Phạm Hữu Giang,Canteen,Traditional Trade,Quảng Nam,Miền Trung,"Số 431 đường Lý Thường Kiệt, Quảng Nam",02938733345,6529150040,2018-07-14,200000000,Active
CUS00464,Tạp hóa Đỗ Hồng Hà,Tạp hóa,Traditional Trade,Nghệ An,Miền Trung,"Số 368 đường Lý Thường Kiệt, Nghệ An",02289438729,,2021-10-11,200000000,Inactive
CUS00465,Canteen Phạm Quốc Giang,Canteen,Traditional Trade,Bình Phước,Miền Nam,"Số 334 đường Lý Thường Kiệt, Bình Phước",02577731571,8748665246,2022-11-09,200000000,Active
CUS00466,Cửa hàng tiện lợi Bùi Hữu Mai,Cửa hàng tiện lợi,Modern Trade,Quảng Nam,Miền Trung,"Số 452 đường Lê Lợi, Quảng Nam",02935036832,,2023-08-07,100000000,Active
CUS00467,Nhà hàng Hồ Bá Phương,Nhà hàng,Traditional Trade,Bình Phước,Miền Nam,"Số 479 đường Nguyễn Trãi, Bình Phước",02180097837,6156744006,2023-03-10,100000000,Active
CUS00468,Canteen Vũ Quốc Giang,Canteen,Traditional Trade,Cần Thơ,Miền Nam,"Số 325 đường Nguyễn Huệ, Cần Thơ",02745827376,8832777853,2019-10-20,200000000,Active
CUS00469,Tạp hóa Trần Đức Nam,Tạp hóa,Traditional Trade,Nam Định,Miền Bắc,"Số 15 đường Nguyễn Huệ, Nam Định",02572298460,,2023-06-12,500000000,Active
CUS00470,Tạp hóa Hoàng Đức Bình,Tạp hóa,Traditional Trade,Bắc Ninh,Miền Bắc,"Số 133 đường Lý Thường Kiệt, Bắc Ninh",02598405286,,2024-03-05,100000000,Active
CUS00471,Siêu thị Nguyễn Thị Uyên,Siêu thị,Modern Trade,Thái Bình,Miền Bắc,"Số 309 đường Trần Phú, Thái Bình",02264627534,9146579068,2019-01-05,500000000,Active
CUS00472,Tạp hóa Trần Công Khoa,Tạp hóa,Traditional Trade,Đồng Nai,Miền Nam,"Số 268 đường Điện Biên Phủ, Đồng Nai",02943797105,,2023-07-27,50000000,Active
CUS00473,Nhà hàng Lý Công Kiên,Nhà hàng,Traditional Trade,Hải Dương,Miền Bắc,"Số 413 đường Điện Biên Phủ, Hải Dương",02466756516,1936338890,2019-03-14,100000000,Active
CUS00474,Canteen Hoàng Công Dũng,Canteen,Traditional Trade,Quảng Ngãi,Miền Trung,"Số 252 đường Nguyễn Trãi, Quảng Ngãi",02625161415,7115094199,2020-10-06,200000000,Active
CUS00475,Canteen Ngô Quốc Tuấn,Canteen,Traditional Trade,Hải Dương,Miền Bắc,"Số 11 đường Điện Biên Phủ, Hải Dương",02198882124,9824750522,2020-09-08,200000000,Active
CUS00476,Online Seller Huỳnh Thành Khoa,Online Seller,E-commerce,Khánh Hòa,Miền Trung,"Số 274 đường Lý Thường Kiệt, Khánh Hòa",02469378298,,2022-05-11,50000000,Active
CUS00477,Nhà hàng Trần Thanh Tuấn,Nhà hàng,Traditional Trade,Quảng Nam,Miền Trung,"Số 108 đường Lý Thường Kiệt, Quảng Nam",02368900892,8006606505,2022-07-23,50000000,Active
CUS00478,Canteen Ngô Xuân Việt,Canteen,Traditional Trade,Thái Bình,Miền Bắc,"Số 368 đường Hai Bà Trưng, Thái Bình",02231520919,8294925451,2023-09-05,50000000,Active
CUS00479,Canteen Ngô Văn Dũng,Canteen,Traditional Trade,Tiền Giang,Miền Nam,"Số 329 đường Điện Biên Phủ, Tiền Giang",02394578152,3753498424,2018-01-13,500000000,Active
CUS00480,Cửa hàng tiện lợi Trần Thị Long,Cửa hàng tiện lợi,Modern Trade,Quảng Nam,Miền Trung,"Số 128 đường Nguyễn Trãi, Quảng Nam",02389727494,,2022-08-08,200000000,Active
CUS00481,Nhà hàng Lê Thành Uyên,Nhà hàng,Traditional Trade,Đồng Nai,Miền Nam,"Số 410 đường Trần Phú, Đồng Nai",02421327835,7075215899,2020-01-16,500000000,Active
CUS00482,Siêu thị Nguyễn Bá Phúc,Siêu thị,Modern Trade,Long An,Miền Nam,"Số 465 đường Lê Lợi, Long An",02836610839,4658585732,2018-07-23,500000000,Active
CUS00483,Tạp hóa Trần Quốc Long,Tạp hóa,Traditional Trade,Cần Thơ,Miền Nam,"Số 485 đường Nguyễn Trãi, Cần Thơ",02211894470,,2023-11-24,500000000,Active
CUS00484,Online Seller Đặng Thị Phúc,Online Seller,E-commerce,Nghệ An,Miền Trung,"Số 366 đường Nguyễn Huệ, Nghệ An",02445729141,,2021-03-25,500000000,Active
CUS00485,Tạp hóa Đỗ Thanh Tiến,Tạp hóa,Traditional Trade,Nghệ An,Miền Trung,"Số 373 đường Điện Biên Phủ, Nghệ An",02466147435,,2020-01-09,500000000,Active
CUS00486,Nhà hàng Phạm Công Sơn,Nhà hàng,Traditional Trade,Hưng Yên,Miền Bắc,"Số 465 đường Nguyễn Huệ, Hưng Yên",02688235926,2967799880,2018-02-12,500000000,Active
CUS00487,Canteen Hồ Thanh Kiên,Canteen,Traditional Trade,Khánh Hòa,Miền Trung,"Số 363 đường Hai Bà Trưng, Khánh Hòa",02519805359,9999156586,2018-08-29,50000000,Active
CUS00488,Nhà hàng Đỗ Thành Cường,Nhà hàng,Traditional Trade,Thái Bình,Miền Bắc,"Số 3 đường Trần Phú, Thái Bình",02993169072,6931082155,2022-06-05,200000000,Active
CUS00489,Cửa hàng tiện lợi Lê Minh Long,Cửa hàng tiện lợi,Modern Trade,TP.HCM,Miền Nam,"Số 258 đường Hai Bà Trưng, TP.HCM",02672825287,,2019-06-25,50000000,Active
CUS00490,Tạp hóa Hoàng Thị Uyên,Tạp hóa,Traditional Trade,Vũng Tàu,Miền Nam,"Số 23 đường Nguyễn Huệ, Vũng Tàu",02847715268,,2022-01-16,500000000,Active
CUS00491,Nhà hàng Bùi Quốc Phương,Nhà hàng,Traditional Trade,Bình Định,Miền Trung,"Số 458 đường Nguyễn Huệ, Bình Định",02675937784,8723296882,2018-08-06,100000000,Active
CUS00492,Siêu thị Đặng Minh Long,Siêu thị,Modern Trade,Quảng Ninh,Miền Bắc,"Số 362 đường Hai Bà Trưng, Quảng Ninh",02725572483,9277288208,2018-06-17,500000000,Active
CUS00493,Canteen Đặng Thị Linh,Canteen,Traditional Trade,Bình Phước,Miền Nam,"Số 64 đường Trần Phú, Bình Phước",02237344675,9023742403,2020-01-10,100000000,Active
CUS00494,Online Seller Đỗ Thanh An,Online Seller,E-commerce,Bình Định,Miền Trung,"Số 270 đường Lý Thường Kiệt, Bình Định",02365890810,,2018-11-11,100000000,Active
CUS00495,Nhà hàng Nguyễn Minh Khoa,Nhà hàng,Traditional Trade,Bình Dương,Miền Nam,"Số 202 đường Trần Phú, Bình Dương",02253424580,1660460633,2018-11-29,500000000,Active
CUS00496,Canteen Hồ Minh An,Canteen,Traditional Trade,Bình Phước,Miền Nam,"Số 169 đường Lê Lợi, Bình Phước",02853609415,1555426027,2018-07-19,200000000,Active
